sentence,tag,,,,,,,,,
"Subject to Section 11.02 and Section 11.05, in the event of any actual or threatened default in, or breach of, any of the terms, conditions and provisions of this Agreement, the affected Party shall have the right to specific performance and injunctive or other equitable relief of its rights under this Agreement, in addition to any and all other rights and remedies at Law or in equity, and all such rights and remedies shall be cumulative.",['permission'],,,,,,,,,
The other Party shall not oppose the granting of such relief on the basis that money damages are an adequate remedy.,['prohibition'],,,,,,,,,
"Either Party may, by notice to the other Party, change the address and identity of the Person to which such notices and copies of such notices are to be given.",['permission'],,,,,,,,,
Each Party agrees that nothing in this Agreement shall affect the other Party’s right to serve process in any other manner permitted by Law,['prohibition'],,,,,,,,,
"Each Party agrees that it shall comply with all applicable national and international laws and regulations relating to import and/or export control in its country(ies), if any, involving any commodities, software, services or technology within the scope of this Agreement.",['obligation'],,,,,,,,,
"The Parties agree that, notwithstanding anything else in this Agreement, Nuance and the members of the Nuance Group and SpinCo and the members of the SpinCo Group, as licensees of such intellectual property rights under this Agreement, shall retain and may fully exercise all of its rights and elections under the Bankruptcy Code (including Nuance’s and the Nuance Group members’ and SpinCo’s and the SpinCo Group members’ right to the continued enjoyment of the rights and licenses respectively granted by under this Agreement).","['permission', 'obligation']",,,,,,,,,
"Except as set forth on Schedule XXIV to the Separation Agreement, as otherwise expressly provided in this Agreement or the Separation Agreement, (i) all third-party fees, costs and expenses incurred by either the Nuance Group or the SpinCo Group in connection with effecting the Spin-Off prior to or on the Distribution Date, whether payable prior to, on or following the Distribution Date (but excluding, for the avoidance of doubt, any financing fees or interest payable in respect of any indebtedness incurred by SpinCo in connection with the Spin-Off), will be borne and paid by Nuance and (ii) all third-party fees, costs and expenses incurred by either the Nuance Group or the SpinCo Group in connection with effecting the Spin-Off following the Distribution Date, whether payable prior to, on or following the Distribution Date, will be borne and paid by the Party incurring such fee, cost or expense.",['obligation'],,,,,,,,,
"“Notwithstanding the above, Bioamber may fund the BRI Project up until the Methylotroph (or re-engineered Methylotroph) demonstrates the ability to produce succinic acid (or salts thereof) from any feedstock at a concentration of [***] grams/liter succinic acid (or salts thereof).",['permission'],,,,,,,,,
"Within thirty (30) days of the Methylotroph (or re-engineered Methylotroph) demonstrating such production levels of succinic acid, Bioamber will cease any further funding and/or other support for the BRI Project.",['obligation'],,,,,,,,,
Further Bioamber will require that any unexpended funds received from Bioamber be utilized for a project other than the BRI Project.,['obligation'],,,,,,,,,
"Notwithstanding the provisions of section 13.9, Bioamber may conduct the Scale-up and Production Project, subject to Bioamber hereby agreeing to convert the demonstration-scale Pomacle France succinic acid production facility and the Sarnia Plant to solely utilize CB1 as the biocatalyst for the production of succinic acid (and/or salts thereof).",['permission'],,,,,,,,,
"In order to enable such conversion, Bioamber will put in place agreements with the owners/operators of the Sarnia Plant that will enable Bioamber to require such conversion of the Sarnia Plant to solely use CB1 for the manufacture of succinic acid as described above.”",['obligation'],,,,,,,,,
Bioamber shall use best efforts to obtain regulatory approvals for the use of the CB1 Strain in all countries where Bioamber and/or a Bioamber licensee are using any strain other than the CB1 strain for the production of succinic acid and/or salts thereof.,['obligation'],,,,,,,,,
